company,industry,platform,title,department,location,description,link,posted_date
Affirm,Banking/Fintech,generic,"Senior Manager, Software Engineering (Lake Analytics Platform) Remote Canada",N/A,N/A,"Senior Manager, Software Engineering (Lake Analytics Platform) Remote Canada Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. The Data and Storage Services team is responsible for handling all of Affirm’s Data (OLAP and OLTP) requirements and encompasses the entire range from critical online checkout databases all the way to our Batch Orchestration, Streaming Infrastructure, Event Driven Frameworks, BI and analytics tools and systems. Our mission is to provide trustworthy, intuitive, and cost-efficient solutions for Affirmers to secure, store, analyze, and transform data at exceptional scale. We're looking for an experienced Engineering Leader to lead our growing Data and Storage Services organization, specifically our Lakehouse Analytics team. You will bring a wealth of experience in managing teams and success in delivering highly technical multi-quarter roadmaps. You will also need to be fairly comfortable with ambiguity and possess tools to work through tough deadlines, craft strategy and drive execution. You will be able to work with your teams, as well as product stakeholder teams, to define architectural/organizational future states that we can scale to in the future. You will need to make balanced calls that align with our forward-looking vision and current business & technology critical needs. What You’ll Do Lead a team of engineers and managers with empathy while fostering a high-performance, ownership-driven & inclusive culture to develop frameworks, systems, and tools for new Affirm products. Oversee teams managing storage services including relational, key-value, and analytics storage infrastructure and tools at scale. Understand and drive business and engineering metrics, promoting a culture of reliability, security, and productivity. Collaborate with tech leads, program managers, and other engineering managers on security, t",https://job-boards.greenhouse.io/affirm/jobs/7599952003,
Affirm,Banking/Fintech,generic,"Senior Manager, Software Engineering (Lake Analytics Platform) Remote US",N/A,N/A,"Senior Manager, Software Engineering (Lake Analytics Platform) Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. The Data and Storage Services team is responsible for handling all of Affirm’s Data (OLAP and OLTP) requirements and encompasses the entire range from critical online checkout databases all the way to our Batch Orchestration, Streaming Infrastructure, Event Driven Frameworks, BI and analytics tools and systems. Our mission is to provide trustworthy, intuitive, and cost-efficient solutions for Affirmers to secure, store, analyze, and transform data at exceptional scale. We're looking for an experienced Engineering Leader to lead our growing Data and Storage Services organization, specifically our Lakehouse Analytics team. You will bring a wealth of experience in managing teams and success in delivering highly technical multi-quarter roadmaps. You will also need to be fairly comfortable with ambiguity and possess tools to work through tough deadlines, craft strategy and drive execution. You will be able to work with your teams, as well as product stakeholder teams, to define architectural/organizational future states that we can scale to in the future. You will need to make balanced calls that align with our forward-looking vision and current business & technology critical needs. What You’ll Do Lead a team of engineers and managers with empathy while fostering a high-performance, ownership-driven & inclusive culture to develop frameworks, systems, and tools for new Affirm products. Oversee teams managing storage services including relational, key-value, and analytics storage infrastructure and tools at scale. Understand and drive business and engineering metrics, promoting a culture of reliability, security, and productivity. Collaborate with tech leads, program managers, and other engineering managers on security, tools",https://job-boards.greenhouse.io/affirm/jobs/7599950003,
Affirm,Banking/Fintech,generic,Senior Partner Engineer (Partnership Engineering) Remote Canada,N/A,N/A,"Senior Partner Engineer (Partnership Engineering) Remote Canada Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. In this role as a Senior Partner Solutions Engineer, you will be responsible for providing technical leadership across Commercial and Product Partnership teams, supporting large cross-functional programs. You will represent Affirm’s engineering team and technologies to partners, while helping drive technical + business strategy. This role entails operational support for ad hoc partner requests, collaborating with engineering teams on solution design, and managing the execution of long-term initiatives. The ideal candidate will be passionate about fostering a culture of engineering excellence and innovation, unafraid to roll up their sleeves with engineers with a proven track record of delivering results. What You'll Do Provide day to day support for technical questions from external partner stakeholders Lead the development of project plans by driving solution designs, timeline forecasting, task break-down, and testing strategy Develop integration support material and documentation for new products rollouts and feature updates Collaborate with Product + Eng leadership to build out partnership roadmaps Serves as an overarching SME and point of escalation for internal and external teams facing technical challenges Maintain clear, professional, and proactive communication with external partners to ensure alignment on goals, timelines, and deliverables, while fostering strong, long-term relationships Work cross-functionally with internal teams to ensure seamless coordination, share insights, and drive projects to successful completion while maintaining open and constructive communication Provide feedback on integration strategy, potential product enhancements, and operational workflows What We Look For 4+ years experience in a Solu",https://job-boards.greenhouse.io/affirm/jobs/7602600003,
Affirm,Banking/Fintech,generic,"Senior Software Engineer, Backend (Affirm Card) Remote US",N/A,N/A,"Senior Software Engineer, Backend (Affirm Card) Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. The Affirm Card Engineering team is looking for a passionate Senior Software Engineer to help build the tools and systems that we use to manage money movement, bank data integration & merchant data. Affirm Card is Affirm’s newest financial product that marries the functionality of a debit card with access to Affirm's buy now pay later financing options. Our ability to move money effectively is critical to our ability to reach new customers and improve financial lives. We work closely with experience, data science, product, and a wide range of engineering teams to both leverage existing systems and build new systems. This role requires a high level of technical capability, strong cross functional communication, and a creative mindset. Our work needs to be correct, scalable, and extensible. Our job is to have an industry leading money movement system to empower our product. Affirm is experiencing explosive growth with millions of customers across thousands of merchants in-store and online, and your contributions will be a key enabler of that growth. Come join us as we build a beloved, lasting financial services brand predicated on honesty and trust. It’s going to be an amazing ride! What you'll do Drive planning and prioritization of projects based on product, technical, and business goals by leveraging relevant resources and data. Work cross functionally with colleagues in Experience, Accounting, Product, and Analytics teams to set and execute our money movement strategy for the Debit card Build APIs and data models to work within micro-service and event-driven architectures Take an active role in mentoring junior engineers, and the processes that support team growth and efficiency What we look for 4+ years of experience as a software",https://job-boards.greenhouse.io/affirm/jobs/7615048003,
Affirm,Banking/Fintech,generic,"Senior Software Engineer, Backend (Decisions and Pricing Foundations) Remote Canada",N/A,N/A,"Senior Software Engineer, Backend (Decisions and Pricing Foundations) Remote Canada Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. The Decisions and Pricing Foundations team owns the foundational aspect of Affirm’s beating heart: the Underwriting Engine. We architect, modernize, and optimize Affirm’s Underwriting capabilities to serve an ever increasing number of consumers and merchants while maintaining high availability and excellent economics. What You'll Do · You will be responsible for owning and delivering quarterly goals for your team, leading engineers on your team through ambiguity to solve open-ended problems, and ensuring that everyone is supported throughout delivery. · You will support your peers and stakeholders in the product development lifecycle by collaborating with product management, design & analytics by participating in ideation, articulating technical constraints, and partnering on decisions that properly consider risks and trade-offs. · You will proactively identify project, process, technology or business issues, advocate for them, and lead in solving them. · You will support the operations and availability of your team’s artifacts by creating and monitoring metrics, escalating when needed, and supporting “keep the lights on” & on-call efforts. · You will foster a culture of quality and ownership on your team by setting or improving code review and design standards for your team, and advocating for them beyond your team through your writing and tech talks. · You will help develop talent on your team by providing feedback and guidance, and leading by example. What We Look For · You have 4+ years of experience designing, developing and launching backend systems at scale using languages like Python or Kotlin. · You have a track record of developing highly available distributed systems using technologies like AWS, M",https://job-boards.greenhouse.io/affirm/jobs/7538094003,
Affirm,Banking/Fintech,generic,"Senior Software Engineer, Backend (Growth Platform) Remote Canada",N/A,N/A,"Senior Software Engineer, Backend (Growth Platform) Remote Canada Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. The Engineering team that builds systems that power Affirm’s mission. We take pride in our craft, building reliable, performant, and scalable solutions that touch every part of the business. Whether we’re enabling new ways to pay, ensuring our platforms can scale to the most demanding levels in the industry, or developing seamless servicing experiences, our focus is on solving complex problems through exceptional engineering. About the team The Growth Platform Engineering team builds the core systems and tools that drive user acquisition, engagement, and lifecycle growth at Affirm. Our platform enables personalized communications, intelligent experimentation, and scalable services that help customers discover and adopt Affirm’s products. We collaborate closely with Product, Data Science, and Experience teams to design APIs, event-driven services, and experimentation frameworks that reach millions of customers across thousands of merchants. This team’s work directly impacts how customers experience Affirm and fuels our long-term growth. What you'll do You will be responsible for owning and delivering quarterly goals for your team, leading engineers on your team through ambiguity to solve open-ended problems, and ensuring that everyone is supported throughout delivery. You will support your peers and stakeholders in the product development lifecycle by collaborating with product management, design & analytics by participating in ideation, articulating technical constraints, and partnering on decisions that properly consider risks and trade-offs. You will proactively identify project, process, technology or business issues, advocate for them, and lead in solving them. You will support the operations and availability of your team",https://job-boards.greenhouse.io/affirm/jobs/7491437003,
Affirm,Banking/Fintech,generic,"Senior Software Engineer, Backend (Merchant Interfaces) Remote US",N/A,N/A,"Senior Software Engineer, Backend (Merchant Interfaces) Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. The Partner Merchant Interface (PMI) team builds the APIs and solutions that powers Affirm’s integrations with Enterprise Merchants and Partners. We create and manage the APIs and tools that drive checkout and merchant onboarding, and we collaborate with stakeholders to design and build custom end-to-end integrated solutions. What You’ll Do With the support of your team’s tech lead and manager, you will break down larger projects into individual tasks, deliver them in multiple phases, and collaborate with others to ensure timely delivery of your work. You will support your peers and stakeholders in the product development lifecycle by collaborating with product management, design & analytics by participating in ideation, articulating technical constraints, and partnering on decisions that properly consider risks and trade-offs. You will contribute to the entire API lifecycle, including designing, developing, testing, maintaining, and evolving our APIs. You will support the operations and availability of your team’s artifacts by creating and monitoring metrics, escalating when needed, and supporting “keep the lights on” & on-call efforts. You will contribute to a sense of community on your team by engaging in growth and development activities such as participation in the interview process. What We Look For: You have a total of 5+ years of experience as a software engineer. You have experience designing, developing and launching backend systems and are proficient in one of Python or Kotlin. You are familiar with the building blocks of distributed systems, and the technologies like AWS, MySQL and Kubernetes. You have mastered taking a simple problem or business scenario into a solution that interacts with multiple software compo",https://job-boards.greenhouse.io/affirm/jobs/7471141003,
Affirm,Banking/Fintech,generic,"Senior Software Engineer, Backend (Merchant Interfaces) Remote Canada",N/A,N/A,"Senior Software Engineer, Backend (Merchant Interfaces) Remote Canada Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. The Partner Merchant Interface (PMI) team builds the APIs and solutions that powers Affirm’s integrations with Enterprise Merchants and Partners. We create and manage the APIs and tools that drive checkout and merchant onboarding, and we collaborate with stakeholders to design and build custom end-to-end integrated solutions. What You’ll Do With the support of your team’s tech lead and manager, you will break down larger projects into individual tasks, deliver them in multiple phases, and collaborate with others to ensure timely delivery of your work. You will support your peers and stakeholders in the product development lifecycle by collaborating with product management, design & analytics by participating in ideation, articulating technical constraints, and partnering on decisions that properly consider risks and trade-offs. You will contribute to the entire API lifecycle, including designing, developing, testing, maintaining, and evolving our APIs. You will support the operations and availability of your team’s artifacts by creating and monitoring metrics, escalating when needed, and supporting “keep the lights on” & on-call efforts. You will contribute to a sense of community on your team by engaging in growth and development activities such as participation in the interview process. What We Look For: You have a total of 5+ years of experience as a software engineer. You have experience designing, developing and launching backend systems and are proficient in one of Python or Kotlin. You are familiar with the building blocks of distributed systems, and the technologies like AWS, MySQL and Kubernetes. You have mastered taking a simple problem or business scenario into a solution that interacts with multiple software c",https://job-boards.greenhouse.io/affirm/jobs/7471143003,
Affirm,Banking/Fintech,generic,"Senior Software Engineer, Backend (PMI Integrations) Remote US",N/A,N/A,"Senior Software Engineer, Backend (PMI Integrations) Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. The Partner Merchant Interface (PMI) team builds the APIs and solutions that powers Affirm’s integrations with Enterprise Merchants and Partners. We create and manage the APIs and tools that drive checkout and merchant onboarding, and we collaborate with stakeholders to design and build custom end-to-end integrated solutions. What You’ll Do With the support of your team’s tech lead and manager, you will break down larger projects into individual tasks, deliver them in multiple phases, and collaborate with others to ensure timely delivery of your work. You will support your peers and stakeholders in the product development lifecycle by collaborating with product management, design & analytics by participating in ideation, articulating technical constraints, and partnering on decisions that properly consider risks and trade-offs. You will contribute to the entire API lifecycle, including designing, developing, testing, maintaining, and evolving our APIs. You will support the operations and availability of your team’s artifacts by creating and monitoring metrics, escalating when needed, and supporting “keep the lights on” & on-call efforts. You will contribute to a sense of community on your team by engaging in growth and development activities such as participation in the interview process. What We Look For: You have a total of 5+ years of experience as a software engineer. You have experience designing, developing and launching backend systems and are proficient in one of Python or Kotlin. You are familiar with the building blocks of distributed systems, and the technologies like AWS, MySQL and Kubernetes. You have mastered taking a simple problem or business scenario into a solution that interacts with multiple software componen",https://job-boards.greenhouse.io/affirm/jobs/7594302003,
Affirm,Banking/Fintech,generic,"Senior Software Engineer, Backend (PMI Integrations) Remote Canada",N/A,N/A,"Senior Software Engineer, Backend (PMI Integrations) Remote Canada Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. The Partner Merchant Interface (PMI) team builds the APIs and solutions that powers Affirm’s integrations with Enterprise Merchants and Partners. We create and manage the APIs and tools that drive checkout and merchant onboarding, and we collaborate with stakeholders to design and build custom end-to-end integrated solutions. What You’ll Do With the support of your team’s tech lead and manager, you will break down larger projects into individual tasks, deliver them in multiple phases, and collaborate with others to ensure timely delivery of your work. You will support your peers and stakeholders in the product development lifecycle by collaborating with product management, design & analytics by participating in ideation, articulating technical constraints, and partnering on decisions that properly consider risks and trade-offs. You will contribute to the entire API lifecycle, including designing, developing, testing, maintaining, and evolving our APIs. You will support the operations and availability of your team’s artifacts by creating and monitoring metrics, escalating when needed, and supporting “keep the lights on” & on-call efforts. You will contribute to a sense of community on your team by engaging in growth and development activities such as participation in the interview process. What We Look For: You have a total of 5+ years of experience as a software engineer. You have experience designing, developing and launching backend systems and are proficient in one of Python or Kotlin. You are familiar with the building blocks of distributed systems, and the technologies like AWS, MySQL and Kubernetes. You have mastered taking a simple problem or business scenario into a solution that interacts with multiple software comp",https://job-boards.greenhouse.io/affirm/jobs/7594304003,
Affirm,Banking/Fintech,generic,"Senior Software Engineer, Backend (Streaming Infrastructure) Remote Canada",N/A,N/A,"Senior Software Engineer, Backend (Streaming Infrastructure) Remote Canada Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. The Streaming team at Affirm forms the backbone of several online and offline workloads at Affirm and drives the strategy for event driven architecture, stream processing, replication, data exploration, discovery and validation. We leverage existing open source technologies like Kafka, Flink, Spark and also build our own as needed to design and build real-time data processing pipelines that handle massive volumes of data across our distributed systems. As a member of our team you would spend time identifying and executing on new use cases of streaming data infrastructure and frameworks , designing and scaling our existing infrastructure and working closely with other teams to promote the optimal use of data at the company. This role requires deep expertise in stream processing technologies and a passion for building scalable, fault-tolerant data infrastructure. What You'll Do You will be responsible for owning and delivering quarterly goals for your team, leading engineers on your team through ambiguity to solve open-ended problems, and ensuring that everyone is supported throughout delivery. You will support your peers and stakeholders in the product development lifecycle by collaborating with product management, design & analytics by participating in ideation, articulating technical constraints, and partnering on decisions that properly consider risks and trade-offs. You will proactively identify project, process, technology or business issues, advocate for them, and lead in solving them. You will support the operations and availability of your team’s artifacts by creating and monitoring metrics, escalating when needed, and supporting “keep the lights on” & on-call efforts. You will foster a culture of quality and ",https://job-boards.greenhouse.io/affirm/jobs/7638237003,
Affirm,Banking/Fintech,generic,"Senior Software Engineer, Backend (Streaming Infrastructure) Remote US",N/A,N/A,"Senior Software Engineer, Backend (Streaming Infrastructure) Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. The Streaming team at Affirm forms the backbone of several online and offline workloads at Affirm and drives the strategy for event driven architecture, stream processing, replication, data exploration, discovery and validation. We leverage existing open source technologies like Kafka, Flink, Spark and also build our own as needed to design and build real-time data processing pipelines that handle massive volumes of data across our distributed systems. As a member of our team you would spend time identifying and executing on new use cases of streaming data infrastructure and frameworks , designing and scaling our existing infrastructure and working closely with other teams to promote the optimal use of data at the company. This role requires deep expertise in stream processing technologies and a passion for building scalable, fault-tolerant data infrastructure. What You'll Do You will be responsible for owning and delivering quarterly goals for your team, leading engineers on your team through ambiguity to solve open-ended problems, and ensuring that everyone is supported throughout delivery. You will support your peers and stakeholders in the product development lifecycle by collaborating with product management, design & analytics by participating in ideation, articulating technical constraints, and partnering on decisions that properly consider risks and trade-offs. You will proactively identify project, process, technology or business issues, advocate for them, and lead in solving them. You will support the operations and availability of your team’s artifacts by creating and monitoring metrics, escalating when needed, and supporting “keep the lights on” & on-call efforts. You will foster a culture of quality and owne",https://job-boards.greenhouse.io/affirm/jobs/7638235003,
Affirm,Banking/Fintech,generic,"Senior Software Engineer, Checkout (PBA Core) Remote US",N/A,N/A,"Senior Software Engineer, Checkout (PBA Core) Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. The Powered by Affirm (PBA) team builds the APIs and solutions that power all of Affirm’s integrations with Enterprise Merchants and Partners. We create and manage the APIs and tools that drive checkout and merchant onboarding, and we collaborate with stakeholders to design and build custom end-to-end integrated solutions. What You'll Do · You will be responsible for owning and delivering quarterly goals for your team, leading engineers on your team through ambiguity to solve open-ended problems, and ensuring that everyone is supported throughout delivery. · You will support your peers and stakeholders in the product development lifecycle by collaborating with product management, design & analytics by participating in ideation, articulating technical constraints, and partnering on decisions that properly consider risks and trade-offs. · You will proactively identify project, process, technology or business issues, advocate for them, and lead in solving them. · You will support the operations and availability of your team’s artifacts by creating and monitoring metrics, escalating when needed, and supporting “keep the lights on” & on-call efforts. · You will foster a culture of quality and ownership on your team by setting or improving code review and design standards for your team, and advocating for them beyond your team through your writing and tech talks. · You will help develop talent on your team by providing feedback and guidance, and leading by example. What We Look For · You have 4+ years of experience designing, developing and launching backend systems at scale using languages like Python or Kotlin. · You have a track record of developing highly available distributed systems using technologies like AWS, MySQL and Kubernetes. · ",https://job-boards.greenhouse.io/affirm/jobs/7593407003,
Affirm,Banking/Fintech,generic,"Senior Software Engineer, Checkout (PBA Core) Remote Canada",N/A,N/A,"Senior Software Engineer, Checkout (PBA Core) Remote Canada Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. The Powered by Affirm (PBA) team builds the APIs and solutions that power all of Affirm’s integrations with Enterprise Merchants and Partners. We create and manage the APIs and tools that drive checkout and merchant onboarding, and we collaborate with stakeholders to design and build custom end-to-end integrated solutions. What You'll Do · You will be responsible for owning and delivering quarterly goals for your team, leading engineers on your team through ambiguity to solve open-ended problems, and ensuring that everyone is supported throughout delivery. · You will support your peers and stakeholders in the product development lifecycle by collaborating with product management, design & analytics by participating in ideation, articulating technical constraints, and partnering on decisions that properly consider risks and trade-offs. · You will proactively identify project, process, technology or business issues, advocate for them, and lead in solving them. · You will support the operations and availability of your team’s artifacts by creating and monitoring metrics, escalating when needed, and supporting “keep the lights on” & on-call efforts. · You will foster a culture of quality and ownership on your team by setting or improving code review and design standards for your team, and advocating for them beyond your team through your writing and tech talks. · You will help develop talent on your team by providing feedback and guidance, and leading by example. What We Look For · You have 4+ years of experience designing, developing and launching backend systems at scale using languages like Python or Kotlin. · You have a track record of developing highly available distributed systems using technologies like AWS, MySQL and Kubernetes",https://job-boards.greenhouse.io/affirm/jobs/7593409003,
Affirm,Banking/Fintech,generic,"Senior Software Engineer, Fullstack (Consumer Engineering) Remote Canada",N/A,N/A,"New Senior Software Engineer, Fullstack (Consumer Engineering) Remote Canada Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. Consumer Growth Experience Engineering (CGX) builds the platforms and end-to-end experiences that power Affirm’s consumer growth across push, email, app, and web. We own the core engagement surfaces and systems that help customers discover value, onboard seamlessly, and take confident next steps by using personalization, segmentation, and experimentation to deliver the right experience at the right moment. Our work sits at the intersection of product, analytics, design, platform, and growth. We focus on building scalable, reliable tooling and consumer experiences that enable rapid go-to-market, improve conversion and activation, and grow long-term customer value. If you’re excited about shaping high-impact consumer journeys, solving ambiguous growth problems, and turning strategy into measurable outcomes at scale, CGX is the team for you. What You'll Do You will be responsible for owning and delivering quarterly goals for your team, leading engineers through ambiguity to solve open-ended problems, and ensuring that everyone is supported throughout delivery. You will support peers and stakeholders in the product development lifecycle by collaborating with product management, design, and analytics, participating in ideation, articulating technical constraints, and partnering on decisions that properly consider risks and trade-offs. You will proactively identify project, process, technology, or business issues, advocate for them, and lead in solving them. You will support the operations and availability of your team’s artifacts by creating and monitoring metrics, escalating when needed, and supporting “keep the lights on” and on-call efforts. You will foster a culture of quality and ownership by setting or improving c",https://job-boards.greenhouse.io/affirm/jobs/7663436003,
Affirm,Banking/Fintech,generic,"Senior Software Engineer, Fullstack (Consumer Engineering) Remote US",N/A,N/A,"New Senior Software Engineer, Fullstack (Consumer Engineering) Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. Consumer Growth Experience Engineering (CGX) builds the platforms and end-to-end experiences that power Affirm’s consumer growth across push, email, app, and web. We own the core engagement surfaces and systems that help customers discover value, onboard seamlessly, and take confident next steps by using personalization, segmentation, and experimentation to deliver the right experience at the right moment. Our work sits at the intersection of product, analytics, design, platform, and growth. We focus on building scalable, reliable tooling and consumer experiences that enable rapid go-to-market, improve conversion and activation, and grow long-term customer value. If you’re excited about shaping high-impact consumer journeys, solving ambiguous growth problems, and turning strategy into measurable outcomes at scale, CGX is the team for you. What You'll Do You will be responsible for owning and delivering quarterly goals for your team, leading engineers through ambiguity to solve open-ended problems, and ensuring that everyone is supported throughout delivery. You will support peers and stakeholders in the product development lifecycle by collaborating with product management, design, and analytics, participating in ideation, articulating technical constraints, and partnering on decisions that properly consider risks and trade-offs. You will proactively identify project, process, technology, or business issues, advocate for them, and lead in solving them. You will support the operations and availability of your team’s artifacts by creating and monitoring metrics, escalating when needed, and supporting “keep the lights on” and on-call efforts. You will foster a culture of quality and ownership by setting or improving code ",https://job-boards.greenhouse.io/affirm/jobs/7663434003,
Affirm,Banking/Fintech,generic,"Senior Software Engineer, Full-Stack (Trust & Safety) Remote Canada",N/A,N/A,"Senior Software Engineer, Full-Stack (Trust & Safety) Remote Canada Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. Trust & Safety Experience owns the customer journeys during authentication, verification, and fraud journeys. You will work as a full stack engineer, contributing to backend, web, and mobile interfaces. In this role, you will need to gain a deep understanding of the business, product and engineering context, and utilize that context to own and deliver high-availability and low-latency systems that Affirm customers use every day. What You'll Do You will be responsible for owning and delivering quarterly goals for your team, leading engineers on your team through ambiguity to solve open-ended problems, and ensuring that everyone is supported throughout delivery. You will support your peers and stakeholders in the product development lifecycle by collaborating with product management, design & analytics by participating in ideation, articulating technical constraints, and partnering on decisions that properly consider risks and trade-offs. You will proactively identify project, process, technology or business issues, advocate for them, and lead in solving them. You will support the operations and availability of your team’s artifacts by creating and monitoring metrics, escalating when needed, and supporting “keep the lights on” & on-call efforts. You will foster a culture of quality and ownership on your team by setting or improving code review and design standards for your team, and advocating for them beyond your team through your writing and tech talks. You will help develop talent on your team by providing feedback and guidance, and leading by example. ",https://job-boards.greenhouse.io/affirm/jobs/7624374003,
Affirm,Banking/Fintech,generic,"Senior Staff Machine Learning Engineer, (ML Underwriting) Remote US",N/A,N/A,"Senior Staff Machine Learning Engineer, (ML Underwriting) Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. Join the Affirm team as a Senior Staff Machine Learning Engineer and become a pivotal part of our innovative ML team. Our team is dedicated to Affirm's mission of revolutionizing financial services with transparency and inclusivity at its core. We are utilizing advanced machine learning techniques ensuring responsible and accessible financial products. In this role, you will help shape the future of machine learning at Affirm. You’ll partner with ML Platform, engineering, product, and risk leaders to design, implement, and scale advanced modeling approaches that drive critical decisions across the company. You will elevate our modeling capabilities, influence architectural direction, and ensure our systems can support increasingly sophisticated workloads. You will mentor senior engineers, bring clarity to complex, ambiguous problems, and contribute to a cohesive long-term ML strategy. If you are passionate about modern machine learning and excited to drive high-impact innovation across a growing organization, Affirm is the place for you. What you’ll do You will define and drive multi-year, multi-team technical strategy for machine learning across Affirm, ensuring alignment with company-wide priorities and influencing the roadmaps of partner teams and platforms. You will lead the design, implementation, and scaling of advanced ML systems, setting the architectural direction for complex, cross-functional initiatives and ensuring systems remain reliable, extensible, and prepared for increasingly sophisticated modeling workloads. You will partner deeply with ML Platform, product, engineering, and risk leadership to shape long-term modeling capabilities, define new opportunities for ML impact, and guide infrastructure evolution ",https://job-boards.greenhouse.io/affirm/jobs/7550522003,
Affirm,Banking/Fintech,generic,"Senior Staff Machine Learning Engineer, (ML Underwriting) Remote Canada",N/A,N/A,"Senior Staff Machine Learning Engineer, (ML Underwriting) Remote Canada Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. Join the Affirm team as a Senior Staff Machine Learning Engineer and become a pivotal part of our innovative ML team. Our team is dedicated to Affirm's mission of revolutionizing financial services with transparency and inclusivity at its core. We are utilizing advanced machine learning techniques ensuring responsible and accessible financial products. In this role, you will help shape the future of machine learning at Affirm. You’ll partner with ML Platform, engineering, product, and risk leaders to design, implement, and scale advanced modeling approaches that drive critical decisions across the company. You will elevate our modeling capabilities, influence architectural direction, and ensure our systems can support increasingly sophisticated workloads. You will mentor senior engineers, bring clarity to complex, ambiguous problems, and contribute to a cohesive long-term ML strategy. If you are passionate about modern machine learning and excited to drive high-impact innovation across a growing organization, Affirm is the place for you. What you’ll do You will define and drive multi-year, multi-team technical strategy for machine learning across Affirm, ensuring alignment with company-wide priorities and influencing the roadmaps of partner teams and platforms. You will lead the design, implementation, and scaling of advanced ML systems, setting the architectural direction for complex, cross-functional initiatives and ensuring systems remain reliable, extensible, and prepared for increasingly sophisticated modeling workloads. You will partner deeply with ML Platform, product, engineering, and risk leadership to shape long-term modeling capabilities, define new opportunities for ML impact, and guide infrastructure evolut",https://job-boards.greenhouse.io/affirm/jobs/7550524003,
Affirm,Banking/Fintech,generic,Senior Technical Account Manager (Lifestyle) Remote US,N/A,N/A,"New Senior Technical Account Manager (Lifestyle) Remote US Apply Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest. Do you love being in the middle of it all? Are you as excited to tackle technical problems as you are to build critical client relationships? As a Senior Technical Account Manager you will be responsible for the technical success of our largest merchants post-sale. You will advise their developers, product teams, and key business partners throughout the entire customer lifecycle. You will be responsible for implementing our products into merchants’ existing architecture and you will continue to work with them as they scale. You will help them not only to avoid pitfalls, but to take advantage of more of Affirm’s offerings; solving business objectives with technical strategies and product optimizations. Technical Account Managers are a part of the Engineering Team and work closely with Affirm’s Product, Operations, Customer Success and Merchant Help teams. What You’ll Do Lead the technical relationships for a named set of merchants within a vertical or category; you will be responsible for building the trust of your technical counterparts while also fostering long-term relationships with all merchant partners Manage and provide technical guidance for new merchant integrations, reducing your merchants' risk by actively working with them to identify problematic technical approaches and driving new feature and product adoption with retail partners, including betas and pilots Support clients through their lifetime as Affirm partners; quickly resolve critical technical issues for your accounts; quarterback multi-departmental efforts to resolve complicated issues in a timely manner Provide early feedback to engineering and product teams while iterating on new products Identify areas to improve operational efficiencies and onboard our mercha",https://job-boards.greenhouse.io/affirm/jobs/7666749003,
